id,location,text,target
1364873,"Toronto, Ontario, Canada","By now many people have heard about R0. But to really understand the mysteries of the pandemic, @zeynep writes, we need to think about a different variable: k. https://t.co/QkDnnKujrg",1
1364874,"Columbus, OH","Washington Post: These are the airlines that are still blocking seats for social distancing.
https://t.co/kKoX56uWF9

via @GoogleNews",1
1364875,"Charlotte, NC","More and more people are saying this 
https://t.co/tBmdZftUpU https://t.co/Z9NCWMUqnw",1
1364876,"Bolton, England","If you're at risk of closing during the pandemic, fostering brand loyalty and retaining existing customers are critical strategies for survival. 

How to foster customer and brand loyalty for your business  https://t.co/Nr8XKlvJSW",1
1364877,,La incompetencia de los políticos españoles puede ser tan mortal como la COVID-19 https://t.co/2r6TeIoL8q,1
1364878,,"RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
1364879,"England, United Kingdom","RT @hazardscampaign: Care home CV19 outbreaks cast doubt on @PHE data = no idea about ‘other workplaces’?  
https://t.co/JbAVNkeZVd 
@hse d…",0
1364880,"Oakland, CA","Monoclonal antibodies are best hope for treating Covid. But it's hard to produce big amounts.

Vir Biotech is developing a low dose monoclonal antibody. They hope to make 10 million doses in a year. Hope they do. 

Notice how we all love big pharma now?

https://t.co/RQ34IDHAvl",1
1364881,,RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1364882,New York City,"@ballardsigns @BenjaminABoyce For the very few who may be on the fence about this, there are not two equal opposing sides in this debate.

https://t.co/64glcvoUsj",1
1364883,"Beverly Hills, CA","🎺🎺🎺🎺🎺

https://t.co/a8Zd8MHroM",0
1364884,"Folkestone, England","RT @guardiannews: Geneva to introduce minimum wage of £3,500 a month https://t.co/L6ICREYRTs",0
1364885,Traveling Sisterhood ,RT @Cleavon_MD: CDC director takes aim at Trump's Covid adviser: 'Everything he says is false'  https://t.co/yfOjdnAVgo,0
1364886,cheshire,@ProfKarolSikora https://t.co/o0bowLotfV,0
1364887,"North West, England","Geneva to introduce minimum wage of £3,500 a month https://t.co/tjClcCywRq",0
1364888,,RT @maggieNYT: The Pentagon funneled coronavirus relief funds to defense contractors - The Washington Post https://t.co/IT7FtwYwO3,1
1364889,"North West, England",RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1364890,#BlueLivesHereToo Indiana ,Trump plans big Wisconsin rallies despite White House task force calls for ‘maximal’ social distancing in the state https://t.co/9XKO6jDvzr,1
1364891,Ireland,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364892,Somewhere South of Sanity,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364893,"Montréal, Québec","@TracyValcourt @hgracestewart They'll probably say that it's not too bad because most are one case, maybe two. And while that's true, it's seeding the population for more super-spreader events (outbreak), which we've seen double in schools over seven days. Interesting read: https://t.co/DwqCQvrK0f",1
1364894,,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364895,"Fayetteville, NC","Two universities welcomed students on campus. Only one tested for #Covid19 #Duke #UNC #ncpol 

https://t.co/2Gyu8WWqfV",0
1364896,Boston Ma,@jmmurph119 @ArMachine16 @UnculturedMeme @PaulDavisTX @hanbinstiddie No you don’t. For reference: https://t.co/rHpxHkPwuL,1
1364897,"San Diego, CA","Business Insider: A 'super healthy' 19-year-old college student has died from coronavirus complications.
https://t.co/eGZkoo8Z7G

via @GoogleNews",1
1364898,Newcastle upon Tyne,"Thank you @nick_forbes
for trying to address the crucial issue of sharing information from trusted local sources and undermining conspiracies asap. We have the skills, hope the £ is made available.
https://t.co/eX6Uttd7aK",0
1364899,,RT @Cleavon_MD: CDC director takes aim at Trump's Covid adviser: 'Everything he says is false'  https://t.co/yfOjdnAVgo,0
1364900,USA,"RT @visitnorway: As the Norwegians say: “There is no such thing as bad weather, only bad clothes.” 

https://t.co/nJPIyRIVnj
via @guardian…",0
1364901,Shortlands Bromley,Presidential debate live: Trump tries to steamroll Biden in chaotic clash https://t.co/CvElBzTapA #news #travel,0
1364902,"Ottawa, Ontario","RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
1364903,,"Top US infectious disease expert Dr. Anthony #Fauci calls some of #Fox News' prime time coverage of the #coronavirus 'outlandish':
https://t.co/Gi023HwrQT",1
1364904,"Coín, España","Errors ..or more lies in official data?

https://t.co/vAGmeVtz76",0
1364905,,"Germans embrace fresh air to ward off coronavirus https://t.co/OFjicouVjf
Ventilating rooms added to the German government’s formula for tackling coronavirus, in refreshing news for the country’s air hygiene experts who have been calling for it to become official for months",0
1364906,,"RT @DNCWarRoom: Trump is once again ignoring experts and putting his ego ahead of public health.

https://t.co/wEcaOjUyEH",1
1364907,Washington DC,"It has become a running joke that practically everything conventional-wisdom-spouting pundits say is bad for Biden — e.g., Trump’s rushing through a nomination, Biden’s decision to respect covid-19 precautions  — turns out to be a positive for him.
https://t.co/lHVi24OiH2",1
1364908,Seattle,Plan to solve Florida's non-existent protest problem is pure 'mini-Trump' https://t.co/h20Mn4m6Iw,0
1364909,ottawa,"RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
1364910,"London, England","Brilliant piece by @neilclark66 for @RT_com discussing Boris Johnson's contempt for ordinary folk while he cosies up to unelected, unqualified sperg creeps who plan to control us.  https://t.co/Cl5Cu5UAqt #billgates #BorisJohnson #covid19 #nwo @JamesDelingpole #getaloadofthis",0
1364911,"Wisconsin, USA","Stop the rallies for public health!! #SuperSpreader
@GovEvers @LGMandelaBarnes @MayorGenrich @LaCrosseMayor

Trump plans mass events in Wisconsin where White House task force calls for social distancing. - The Washington Post https://t.co/dePjB2VR3J",1
1364912,London,Germans embrace fresh air to ward off coronavirus https://t.co/1VimRgDaa5,0
1364913,,RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1364914,,"From ABC News:

New York City's positivity rate tops 3% amid 'alarming increase' in COVID-19 cases

https://t.co/NdCsJDNysI",1
1364915,Everywhere you are,"https://t.co/e85q3lCnxv
#stuntgovernor
#minitrump",0
1364916,,"By now many people have heard about R0. But to really understand the mysteries of the pandemic, @zeynep writes, we need to think about a different variable: k. https://t.co/Rf80SPojtG",1
1364917,,"@mrroader14 @CNN “I always wanted to play it down” Trump said of the virus in March, when speaking to Bob Woodward. 
and this gem:
https://t.co/2rS75P5VF7",1
1364918,,"Avremo un autunno-inverno ventilato!!!

Germans embrace fresh air to ward off coronavirus https://t.co/nC1HysEa8o",0
1364919,USA,@Yamiche https://t.co/otLN52LpUf,1
1364920,,RT @Cleavon_MD: CDC director takes aim at Trump's Covid adviser: 'Everything he says is false'  https://t.co/yfOjdnAVgo,0
1364921,"Las Vegas, NV","Someone make this make sense.🤔

https://t.co/8J9Fhagfbe",1
1364922,,RT @Cleavon_MD: CDC director takes aim at Trump's Covid adviser: 'Everything he says is false'  https://t.co/yfOjdnAVgo,0
1364923,"California, USA",Lockdowns are causing more covid problems. https://t.co/aKpKzDuUmz,0
1364924,United States,"#COVID19 #wednesdaymorning
https://t.co/kj6cn1ljYM",1
1364925,"Washington, DC",Meet the 30 young leaders who are forging a new future for healthcare in the pandemic's shadow https://t.co/ePJIvReJd9 #healthcare,1
1364926,Montana,"@MiniSodaNice @tsparks611 @thehill You need to pay attention. SCIENTISTS: Dr. Fauci, CDC and WHO had conflicting information about 'airborne' virus. Why would @POTUS @VP know more than the scientists advising him and the public?  https://t.co/gE5DLkZIFF",1
1364927,"Abuja, Nigeria","Global coronavirus deaths pass 1m with no sign rate is slowing. 

Erm, wear a mask please.  https://t.co/sBzVrWXF5e",0
1364928,"Austin, TX","Great piece by @zeynep on considering the stochastic, overdispersed nature of the COVID-19 pandemic to control the spread.

https://t.co/qOsOw14gv0",1
1364929,,The code: How genetic science helped expose a secret coronavirus outbreak https://t.co/VPCW647rvZ,1
1364930,Canada,"RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
1364931,"Yorkshire, UK 🌍",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364932,,"RT @jupiterean: we really lost having british citizenship you know 
https://t.co/asHnkBfCvm",0
1364933,"Atlanta, GA","@Aggs17 How many of the 6,836 GA residents who have died from COVID-19 would be alive today if he hadn't downplayed the virus after 1/24? 

If this isn't the ultimate DC insider move I don't know what is: https://t.co/FR6Lz4nruH

#corruption #bloodmoney",1
1364934,Nederland,"Germans embrace fresh air to ward off coronavirus | World news | The Guardian https://t.co/Ocj4H0q3hi",0
1364935,Bukit Mertajam,"RT @guardian: Geneva to raise minimum wage to £3,500 a month https://t.co/ZR0Ght7wns",0
1364936,"Banff, Alberta",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364937,"CT, USA","Less than 50% of Americans would take Covid-19 vaccine, even if they were paid $100 – poll https://t.co/uWzuYTrmjs https://t.co/OKfXV4oMpj",0
1364938,,RT @irisstylosa: Care home coronavirus outbreaks cast doubt on official PHE data https://t.co/QMgp0Ii9uB,0
1364939,"North East, England",One small step... https://t.co/JlA2yEpe5S,0
1364940,"Peel, Isle of Man",RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1364941,Nottingham UK,RT @lucy_kong: @itvnews What happened to the £35M worth of Hydroxychloroquine that UK government supposedly bought?  https://t.co/VjGgTYRILX,0
1364942,"Santa Rosa, CA",Pandemic Threatens Long-Term Job Security After Hospitality Industry Layoffs https://t.co/5a7CZlUj74,1
1364943,San Francisco Bay Area,K: The Overlooked Variable That's Driving the Pandemic - The Atlantic https://t.co/YRVPT3aHQc,1
1364944,San Francisco,@MattHaneySF https://t.co/WghPhFsTYh,1
1364945,"Ottawa, Ontario",See this article on #COVID19’s “over-dispersion” features: avoid super spreader events. Clusters overwhelmingly occur in poorly ventilated indoor environments where many people congregate — especially when there is loud talking or singing w/o masks.  https://t.co/UAUydd9PyG,1
1364946,,RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1364947,paris,Le pari incroyablement risqué de la Russie sur le vaccin contre le #covid19 #coronavirus : 10M de doses injectées dès le mois prochain auprès de la population... sans essais préalables https://t.co/zmBUD3y4yK,0
1364948,"everywhere, USA","RT @errinspelling: Trump knew Covid was deadly but wanted to ‘play it down’, Woodward book says https://t.co/xejVT2cCfd 

This Reason Alone…",0
1364949,Lyon (France),"Coronavirus live news: Italian senate suspended as lawmakers test positive; Covid travel slump could cost 46m jobs

https://t.co/5k25Wg6DnY",0
1364950,"Palo Alto, CA",RT @MeganJula: My piece for @KnowableMag republished by @NewsHour: https://t.co/a1vMpiUmFH,1
1364951,"Ann Arbor, MI",This is clusterbustingly good from @zeynep. https://t.co/d1Qy9qKaDo,1
1364952,"Burnley, Lancashire",https://t.co/a9X1360GiN,0
1364953,,"excellent article about covid. ""superspreaders"" are driving the spread: a few people are responsible for most of the transmission. even if cases are down, the plague could rebound quickly. avoid the three c's: ""crowds in closed spaces in close contact."" 

https://t.co/VCvJBpGqfW",1
1364954,"Phoenix, AZ 🌵🌵🌵","NFL players are wealthy selfish pricks. They might want to consider the message they are sending to teenage fans? Everyone that attended should be suspended. Full Stop. “Raiders players attended a gala without masks, violating covid rules” https://t.co/KQ72wSMrM6",1
1364955,Bulgaria,RT @imagine8: Care home coronavirus outbreaks cast doubt on official PHE data https://t.co/06N2XgU5co,0
1364956,,Por el derecho al buen morir https://t.co/hEyw5R6wWw,1
1364957,"Ottawa, Ontario",RT @acoyne: K: The Overlooked Variable That's Driving the Pandemic - The Atlantic https://t.co/jAWIAGqyrL,1
1364958,,RT @irisstylosa: Care home coronavirus outbreaks cast doubt on official PHE data https://t.co/QMgp0Ii9uB,0
1364959,"Texas Medical Center, Houston",Germans embrace fresh air to ward off coronavirus https://t.co/1l5aaA7oRM,0
1364960,,RT @normanbowes33: More than 80 Tory MPs prepared to rebel over Coronavirus Act renewal https://t.co/nEVKmP0zow,0
1364961,"Burnley, Lancashire",https://t.co/kEdQ6Y2SdB,0
1364962,"Slough, England. Kashmir PK",RT @nooouch: Uiversal Incomes time has come.  https://t.co/vsUg3Pj10P,0
1364963,Rotterdam,"Meer dan 1000 zorgmedewerkers zijn in Amerika gestorven aan het corona virus. 

Die hadden wel beschermingsmiddelen. 

Tamara van Ark, geef onze zorg ze ook! 

Over 1,000 US health workers died of Covid-19. Many were immigrants and minorities #coronadebat https://t.co/dUsGlpGQVI",0
1364964,,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1364965,"Washington, DC",The Latest: Czech government declares state of emergency   https://t.co/TwiPpkPpV7   #TodaysMedicalUpdate #Medicine #Medical #Health #IoT #Pharmaceutical #AI #Biotech #COVID19 #Coronavirus #CyberSecurity #Treatment #Doctor #Policy #Care #Viagra #Technology,1
1364966,"Brooklyn, NY","There's a lot of very good thinking in here: By now many people have heard about R0. But to really understand the mysteries of the pandemic, @zeynep writes, we need to think about a different variable: k. https://t.co/y59ZORWba7",1
1364967,,RT @felipebazanm: Por el derecho al buen morir https://t.co/hEyw5R6wWw,1
1364968,Lyon (France),"Geneva to introduce minimum wage of £3,500 a month

https://t.co/TTNpsnGxUo",0
1364969,"London, England","Geneva to introduce minimum wage of £3,500 A MONTH, sparked by coronavirus-linked poverty in the Swiss city https://t.co/kbQk1v8FEJ",0
1364970,"Fort Frances, Ontario, Canada","By now many people have heard about R0. But to really understand the mysteries of the pandemic, @zeynep writes, we need to think about a different variable: k. https://t.co/JQkCYxSIjB",1
1364971,"753 Riverside, Wakefield QC","RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
